time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.114734375,0.1759,0.1149,9.9218,9.9241
0.133329833984375,0.1819,0.1232,9.9206,9.9231
0.15192529296875,0.1807,0.1065,9.9206,9.9229
0.1705205078125,0.1807,0.0933,9.9278,9.9299
0.1891162109375,0.1807,0.1029,9.9278,9.93
0.20771142578125,0.1842,0.1208,9.923,9.9255
0.226306640625,0.1831,0.1268,9.9278,9.9303
0.244902099609375,0.1795,0.1017,9.929,9.9312
0.26349755859375,0.1807,0.0885,9.9338,9.9358
0.282093017578125,0.1831,0.0873,9.9326,9.9347
0.300688232421875,0.1831,0.1172,9.9314,9.9338
0.319283935546875,0.1866,0.122,9.9278,9.9303
0.337879150390625,0.1842,0.1089,9.9278,9.9301
0.356474853515625,0.1795,0.0957,9.9338,9.9359
0.375070068359375,0.1783,0.1089,9.9338,9.936
0.39366552734375,0.1854,0.1208,9.9326,9.9351
0.4122607421875,0.1866,0.1268,9.9326,9.9352
0.4308564453125,0.1807,0.1125,9.9302,9.9325
0.44945166015625,0.1771,0.0945,9.9338,9.9358
0.468047119140625,0.1735,0.1041,9.9302,9.9323
0.486642578125,0.1819,0.1184,9.9302,9.9326
0.505238037109375,0.1783,0.1125,9.9302,9.9325
0.523833251953125,0.1795,0.1017,9.9326,9.9347
0.542428955078125,0.1783,0.0909,9.9326,9.9346
0.561024169921875,0.1807,0.1041,9.9314,9.9336
0.57961962890625,0.1819,0.1101,9.9338,9.9361
0.598215087890625,0.1771,0.1137,9.9278,9.9301
0.616810546875,0.1759,0.1077,9.9338,9.9359
0.63540576171875,0.1831,0.1077,9.929,9.9313
0.65400146484375,0.1819,0.1089,9.929,9.9313
0.6725966796875,0.1854,0.1208,9.9314,9.9339
0.69119189453125,0.1831,0.1172,9.9302,9.9326
0.70978759765625,0.1807,0.0981,9.9338,9.9359
0.7283828125,0.1687,0.0694,9.9338,9.9355
0.746978271484375,0.1711,0.1005,9.9254,9.9274
0.76557373046875,0.1866,0.1292,9.9278,9.9304
0.784169189453125,0.1783,0.1244,9.9278,9.9302
0.802764404296875,0.1795,0.1077,9.9326,9.9348
