time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002188,0.5101,-0.4166,-0.1755,0.682
0.008566,0.6125,-0.3149,0.0999,0.696
0.021406,0.5119,0.2459,0.8696,1.039
0.027678,0.4095,0.504,0.8856,1.098
0.04058,0.0725,0.4876,0.7311,0.882
0.04775,0.0068,0.1132,0.4365,0.451
0.060235,-0.3192,-0.4587,0.0734,0.564
0.068095,-0.3948,-0.5549,-0.0522,0.683
0.080105,-0.0517,0.0685,1.4857,1.488
0.089035,0.3687,0.0751,1.3456,1.397
0.100325,-0.0407,-1.1028,1.6875,2.016
0.10794,0.0898,-1.2035,1.3409,1.804
0.119752,0.752,-0.9017,1.2379,1.706
0.127413,1.1036,-0.5497,0.9521,1.558
0.142584,1.2105,-0.2816,0.3923,1.303
0.147822,1.0812,-0.2296,0.1285,1.113
0.159413,0.8859,-0.2296,0.3073,0.965
0.167506,0.7056,-0.0296,0.607,0.931
0.179422,0.7447,-0.174,0.2282,0.798
0.188347,0.5695,-0.7789,-0.1049,0.971
0.19979,0.8788,-0.3802,-1.3035,1.617
0.20774,0.8281,-0.2204,-1.192,1.468
0.219791,0.4646,0.2966,-0.65,0.852
0.227777,0.6704,0.2234,-2.3466,2.451
0.241305,0.4704,-0.5322,-1.8832,2.013
0.247632,0.414,-0.9903,-1.5604,1.894
0.259787,0.657,-1.6043,-2.1481,2.76
0.267502,0.6482,-1.5735,-2.7955,3.273
0.281535,-0.4525,-1.835,-1.8378,2.636
0.288467,-0.2951,-0.5868,-1.8383,1.952
0.300073,0.0303,1.0473,-1.8999,2.17
0.307804,0.9652,1.5557,-1.898,2.637
0.319605,1.9772,0.7593,-0.8773,2.292
0.327418,2.1272,0.2939,-1.6187,2.689
0.3481,1.6971,0.4486,-1.7157,2.455
0.348642,1.4274,0.3163,-1.8166,2.332
0.360073,0.2604,0.168,-1.4333,1.466
0.370329,-0.605,0.2823,-0.8389,1.072
0.379801,-0.1832,1.6635,-0.3989,1.72
0.387724,0.5254,3.0758,-0.1057,3.122
0.400164,2.3844,4.9537,-2.2671,5.947
0.40988,2.2595,4.7245,1.9042,5.572
0.4202,2.3533,3.3928,6.0936,7.361
0.427716,2.0013,1.1225,12.7928,12.997
0.445041,1.1705,-2.8091,15.234,15.535
0.451107,1.1991,-4.033,14.8128,15.399
