time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005418,0.0372,0.0554,-0.0242,0.071
0.012283,0.1158,0.0623,0.0874,0.158
0.018072,0.1206,0.0586,0.1604,0.209
0.031159,0.1225,0.0885,0.1406,0.206
0.037424,0.1111,0.0932,0.0425,0.151
0.049846,0.0898,0.0833,-0.1986,0.233
0.057653,0.0254,0.1255,-0.3485,0.371
0.072842,0.0222,0.1677,-0.4849,0.514
0.078671,0.0281,0.1823,-0.5272,0.559
0.089908,0.11,0.1676,-0.4757,0.516
0.097712,0.1825,0.1522,-0.3168,0.396
0.11125,0.2491,0.1303,-0.0206,0.282
0.118886,0.2635,0.0985,0.0737,0.291
0.132333,0.2354,0.1312,0.0582,0.276
0.142912,0.2189,0.0643,-0.3368,0.407
0.149614,0.2384,-0.0053,-0.449,0.508
0.158151,0.2622,-0.0473,-0.4836,0.552
0.170412,0.2839,-0.0711,-0.351,0.457
0.177945,0.2844,-0.0371,-0.2413,0.375
0.189921,0.3182,0.0093,-0.1077,0.336
0.197047,0.336,0.122,-0.0956,0.37
0.218938,0.3932,0.2199,-0.0136,0.451
0.219542,0.3875,0.3053,-0.0317,0.494
0.230081,0.3873,0.3318,-0.0017,0.51
0.237706,0.5722,0.2588,-0.0075,0.628
0.249297,0.3655,0.2295,0.2443,0.496
0.257511,0.3226,0.1923,0.3471,0.511
0.269855,0.3383,0.0311,0.5936,0.684
0.277001,0.3209,-0.0472,0.6253,0.704
0.289763,0.3398,-0.0682,0.7061,0.787
0.29714,0.3534,-0.0421,0.7789,0.856
0.312991,0.3128,0.0132,0.8051,0.864
0.318376,0.2838,0.0988,0.788,0.843
0.330963,0.2476,0.1421,0.7894,0.839
0.340171,0.2034,0.1289,0.7231,0.762
0.350286,0.1797,0.0608,0.6367,0.664
0.357354,0.162,0.0231,0.5897,0.612
0.369067,0.1337,0.026,0.5845,0.6
0.377989,0.192,-0.1022,0.4746,0.522
0.389347,0.048,-0.0355,0.5355,0.539
0.397111,0.0563,0.03,0.3936,0.399
0.409173,0.0533,0.132,0.3677,0.394
0.418721,0.0452,0.1578,0.3186,0.358
0.42933,0.0674,0.1368,0.1309,0.201
0.43705,0.0967,0.1131,0.0369,0.153
0.449514,0.0905,0.093,-0.0616,0.144
0.457125,0.1014,0.1101,-0.0572,0.16
0.469089,0.1063,0.1324,-0.0461,0.176
0.476845,0.1104,0.1508,-0.0642,0.198
0.489339,0.2046,0.2151,-0.1183,0.32
0.496715,0.3429,0.1107,-0.2992,0.468
0.510041,-0.0965,0.0824,0.0439,0.134
0.516955,-0.0232,0.0665,-0.0426,0.082
0.528933,0.172,0.1006,0.0697,0.211
0.537614,0.191,0.124,0.0746,0.24
0.549337,0.2622,0.0422,-0.0495,0.27
0.556819,0.2175,0.0217,-0.0181,0.219
0.569665,0.2282,0.0566,-0.0372,0.238
0.578692,0.2134,0.0884,0.0274,0.233
0.588989,0.1224,0.0977,0.159,0.223
0.597079,0.0704,0.0415,0.2211,0.236
0.610706,0.1024,-0.034,0.2545,0.276
0.61733,0.1659,-0.0847,0.2116,0.282
0.62963,0.1678,-0.0834,0.1571,0.245
0.637626,0.1271,0.0101,0.1535,0.2
0.649432,0.1886,0.2265,0.0785,0.305
0.657413,0.2228,0.3616,0.0446,0.427
0.672029,0.2838,0.377,-0.0299,0.473
0.680061,0.3098,0.2499,-0.0975,0.41
0.689951,0.1974,0.0681,0.0285,0.211
0.696714,0.1915,0.0415,0.0679,0.207
0.710899,0.2358,0.1069,0.1407,0.295
0.717258,0.1808,0.1936,0.1778,0.319
0.729244,0.1443,0.2035,0.1887,0.313
0.737414,0.1602,0.1572,0.1427,0.266
0.750943,0.1661,0.0572,0.073,0.19
0.75716,0.1719,0.0514,0.0158,0.18
0.769794,0.1201,0.073,-0.0457,0.148
0.778554,0.0934,0.1845,-0.0878,0.225
0.79179,0.1191,0.2869,0.0065,0.311
0.797814,0.1356,0.2707,0.0786,0.313
0.811936,0.225,0.1685,0.1575,0.322
0.817777,0.2326,0.0763,0.1356,0.28
0.830713,0.2019,0.0137,0.0684,0.214
0.838231,0.1405,0.0023,0.0206,0.142
0.849125,0.121,0.0271,0.1045,0.162
0.857409,0.0716,0.0613,0.1307,0.161
0.8699,0.0962,0.0938,0.1497,0.201
0.877117,0.0899,0.0725,0.0995,0.152
0.893646,0.0739,0.064,0.1093,0.147
0.89798,0.0902,0.0343,0.112,0.148
0.912637,0.1206,0.038,0.1004,0.161
0.918065,0.1445,0.0573,0.0124,0.156
0.932236,0.1916,0.0935,-0.0895,0.231
0.938435,0.2212,0.1055,-0.1267,0.276
0.950476,0.2365,0.1456,-0.1474,0.314
0.957732,0.2194,0.1599,-0.1732,0.322
0.971207,0.1922,0.1946,-0.1321,0.304
0.97807,0.1949,0.1969,-0.1321,0.307
0.993028,0.1955,0.135,0.0208,0.239
1.000557,0.1921,0.1208,0.1301,0.262
1.010247,0.179,0.0939,0.189,0.277
1.018673,0.1744,0.0814,0.1714,0.258
1.031224,0.1892,0.0945,0.0992,0.234
1.038234,0.1616,0.1187,0.0084,0.201
1.050395,0.1448,0.1645,-0.1802,0.284
1.058766,0.158,0.1898,-0.3038,0.392
1.072174,0.2175,0.2302,-0.3364,0.462
1.082562,0.254,0.2755,-0.2977,0.479
1.090423,0.3142,0.2975,-0.1759,0.467
1.097825,0.2906,0.3248,-0.0021,0.436
1.110361,0.2994,0.2428,0.1664,0.42
1.119163,0.2679,0.1999,0.3273,0.468
1.131181,0.2008,0.0972,0.4664,0.517
1.137957,0.1548,0.07,0.5673,0.592
1.151085,0.0749,0.078,0.683,0.691
1.158317,0.0678,0.0833,0.7009,0.709
1.172174,0.1017,0.055,0.5494,0.561
1.179063,0.1225,0.0688,0.3605,0.387
1.190407,0.1113,0.1179,0.0959,0.188
1.198323,0.084,0.1852,0.0161,0.204
1.210528,0.137,0.2809,-0.0638,0.319
