time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0186,0.2466,0.0959,9.8783,9.8818
0.037329315,0.1708,0.1131,9.8046,9.8068
0.055955701,0.0889,0.1744,9.9024,9.9043
0.074516233,0.1471,0.0763,9.8517,9.8531
0.093144072,0.1358,0.2061,9.7955,9.7987
0.111855305,0.1737,0.0912,9.9285,9.9305
0.130500809,0.1635,0.0738,9.8521,9.8537
0.149283048,0.1909,0.1263,9.8598,9.8624
0.167991702,0.1785,0.2093,9.9298,9.9336
0.186644018,0.25,0.0446,9.778,9.7813
0.205141411,0.2032,0.1154,9.7593,9.7621
0.223723437,0.2049,0.1401,9.9764,9.9795
0.242330604,0.2403,0.1223,9.7422,9.746
0.261000267,0.1626,0.1363,9.8281,9.8304
0.279664,0.1189,0.0923,9.754,9.7552
0.298280954,0.2423,0.097,9.8722,9.8757
0.316892989,0.1888,0.1151,9.9545,9.957
0.335565035,0.189,0.0758,9.9261,9.9282
0.354079176,0.1503,0.1192,10.1313,10.1331
0.372848728,0.1512,0.1055,10.0138,10.0155
0.391244011,0.2243,0.1022,9.8322,9.8353
0.409989552,0.2312,0.1338,9.8083,9.8119
0.428585034,0.2212,0.0482,10.1596,10.1621
0.447285292,0.2216,0.1118,10.0116,10.0147
0.465921676,0.2105,0.2137,9.969,9.9736
0.484556279,0.1886,0.0776,9.9227,9.9248
0.503211705,0.1732,0.1724,9.9406,9.9436
0.52189261,0.2425,0.1232,9.7826,9.7864
0.540459727,0.1633,0.0969,9.9301,9.9319
0.559163207,0.2005,0.0682,9.9224,9.9247
0.57765476,0.1418,0.1266,9.8346,9.8365
0.596254227,0.149,0.1791,9.8675,9.8703
0.614937824,0.1702,0.1054,10.0524,10.0544
0.633637326,0.1418,0.1178,9.9047,9.9064
0.652283404,0.2219,0.1614,10.1024,10.1061
0.670844065,0.1146,0.1346,9.7593,9.7609
0.689533736,0.187,0.0581,9.869,9.871
0.708066799,0.1886,0.125,9.7767,9.7794
0.72684194,0.0915,0.1815,9.8072,9.8093
0.745433473,0.1599,0.1195,9.8415,9.8435
0.763879511,0.1948,0.0113,9.9444,9.9463
0.782360042,0.2034,0.1365,9.94,9.943
0.800964407,0.1718,0.1131,9.8549,9.857
0.819578389,0.2158,0.0478,9.7155,9.718
0.838375355,0.1765,0.0538,10.049,10.0507
0.856871505,0.1827,0.16,9.8903,9.8933
0.875475451,0.1946,0.0917,9.8155,9.8179
0.893969509,0.2283,0.0847,9.9407,9.9437
0.912520243,0.1482,0.1196,9.9344,9.9362
0.931288641,0.1577,0.0952,9.887,9.8887
0.949775007,0.1486,0.125,9.9294,9.9313
0.968433711,0.1654,0.1129,9.812,9.8141
0.987073002,0.2533,0.073,9.9844,9.9879
1.005670585,0.2106,0.1006,9.8263,9.8291
1.024322529,0.1254,0.1387,9.8615,9.8633
1.042806526,0.152,0.1227,9.9744,9.9763
1.061572159,0.2006,0.1177,10.0244,10.0271
1.080364643,0.1367,0.1985,10.0587,10.0616
1.098969354,0.1457,0.1502,10.011,10.0132
1.117811664,0.2492,0.1551,9.8868,9.8912
1.136371762,0.1513,0.1144,9.7773,9.7791
1.155011805,0.2297,0.1298,10.0425,10.0459
1.173754994,0.2448,0.1038,10.0394,10.0429
1.192309093,0.1453,0.1521,9.8555,9.8578
1.210770938,0.1375,0.1166,9.9989,10.0005
1.229209767,0.1682,0.1299,9.8861,9.8884
1.248015849,0.1276,0.1274,10.0511,10.0527
1.266562947,0.1881,0.1203,9.8697,9.8722
1.285144373,0.1717,0.2385,10.0941,10.0984
1.303633097,0.2,0.0943,9.9868,9.9892
1.322327931,0.2518,0.094,10.0778,10.0814
1.340849775,0.2229,0.1488,9.8743,9.8779
1.359400648,0.2065,0.0972,9.9525,9.9551
1.3780306,0.0837,0.1093,9.8288,9.8297
1.396524196,0.2042,0.0775,9.992,9.9943
1.415106338,0.2681,0.1407,9.9969,10.0015
1.433846559,0.0315,0.1412,10.1317,10.1328
1.452489384,0.2165,0.1084,9.9594,9.9623
1.471102438,0.174,0.1496,9.9812,9.9838
1.489723925,0.1395,0.0467,9.8736,9.8747
1.508285011,0.2221,0.0927,9.9647,9.9676
1.527084626,0.2675,0.1142,9.8818,9.8861
1.545603411,0.2208,0.0741,9.9264,9.9292
1.564224503,0.1634,0.0511,9.9317,9.9332
1.582836006,0.1348,0.1087,9.8843,9.8858
1.601536882,0.1892,0.1488,9.9217,9.9246
1.6202472,0.2257,0.1723,9.8822,9.8863
1.638843998,0.1626,0.0991,9.8818,9.8837
1.657473064,0.1675,0.1503,10.0129,10.0154
1.676105918,0.3231,0.1465,9.9318,9.9381
1.694478704,0.2359,0.1697,9.9472,9.9515
1.712919805,0.2395,0.107,9.7848,9.7884
1.731459298,0.109,0.0491,9.9541,9.9548
1.750003138,0.1466,0.1238,9.9637,9.9656
1.76848321,0.1857,0.0804,9.8801,9.8822
1.787158168,0.1319,0.0921,10.1037,10.1049
1.80575838,0.262,0.109,9.71,9.7141
1.824336911,0.2525,0.1074,9.9866,9.9904
1.842811295,0.1553,0.1267,9.9802,9.9822
1.861406841,0.2712,0.1491,9.9647,9.9695
1.879744172,0.1818,0.1063,9.9319,9.9341
1.898327877,0.3115,0.1368,9.9656,9.9714
1.916934195,0.1892,0.1216,9.9941,9.9967
1.935558387,0.2108,0.1584,9.8507,9.8542
1.954001976,0.252,0.1135,9.9429,9.9468
1.972624458,0.2459,0.1178,9.8995,9.9033
