time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.00255,-0.0003,0.0112,0.168,0.168
0.00343,-0.026,0.0226,0.0794,0.087
0.017816,-0.0472,0.0099,0.1033,0.114
0.023827,-0.0529,-0.0244,0.144,0.155
0.034722,-0.0604,-0.0268,0.0386,0.077
0.044356,-0.0548,-0.0003,0.0482,0.073
0.055831,-0.0557,0.0167,0.0626,0.085
0.062794,-0.0371,0.0047,0.0674,0.077
0.075043,-0.016,0.0141,0.113,0.115
0.082386,-0.0095,0.0136,0.0867,0.088
0.095135,-0.0179,0.0058,0.0867,0.089
0.102911,-0.0022,-0.0138,0.0795,0.081
0.116556,-0.0038,-0.021,0.07,0.073
0.122432,-0.0006,0.0077,0.0772,0.078
0.134783,0.0167,0.0079,0.0676,0.07
0.145261,0.0333,-0.0137,0.0604,0.07
0.155969,0.0021,-0.0017,0.0724,0.072
0.162202,-0.0079,0.0009,0.0796,0.08
0.175732,-0.0247,-0.0064,0.1203,0.123
0.182064,-0.0464,0.0032,0.1298,0.138
0.195553,-0.0385,0.0082,0.0652,0.076
0.203189,-0.0204,0.0129,0.0413,0.048
0.218271,-0.0072,-0.0015,0.0844,0.085
0.222073,0.0034,-0.0087,0.0629,0.064
0.23817,0.0401,0.0058,0.1108,0.118
0.244742,0.0354,-0.0086,0.106,0.112
0.254754,0.0427,0.025,0.1012,0.113
0.263151,0.0413,0.02,0.0988,0.109
0.276464,0.0373,-0.002,0.0485,0.061
0.283288,0.0426,0.0073,0.1059,0.114
0.295508,0.0358,0.0045,0.0652,0.074
0.302525,0.0457,0.009,0.1034,0.113
0.314279,0.0291,-0.0082,0.0986,0.103
0.325735,0.0267,-0.001,0.0794,0.084
0.335901,-0.0042,-0.0035,0.1009,0.101
0.343181,-0.0225,0.006,0.0746,0.078
0.355167,-0.0329,-0.006,0.0626,0.071
0.361616,-0.0358,-0.0011,0.0889,0.096
0.375206,-0.0598,0.0012,0.0602,0.085
0.382455,-0.0324,-0.0035,0.0745,0.081
