time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005559,-0.1445,0.1319,0.1938,0.275
0.011012,-0.135,0.1352,0.2321,0.301
0.027121,-0.1269,0.0819,0.1728,0.23
0.031319,-0.0755,0.0916,0.081,0.144
0.047424,-0.0498,0.1141,-0.0121,0.125
0.050612,-0.037,0.1393,-0.0233,0.146
0.064002,0.1204,0.2295,-0.0464,0.263
0.070875,0.1634,0.228,-0.0053,0.281
0.084274,0.045,0.1441,0.1163,0.191
0.092505,-0.0738,0.0026,-0.0572,0.093
0.104499,0.0161,-0.1393,0.1759,0.225
0.111014,0.0394,-0.134,0.2958,0.327
0.124751,0.0118,-0.06,0.4394,0.444
0.130649,0.0195,-0.0298,0.437,0.438
0.1443,0.0374,0.0193,0.3728,0.375
0.150944,0.0566,0.0582,0.2809,0.292
0.164345,0.0668,0.072,0.1586,0.187
0.171026,0.0821,0.064,0.1424,0.176
0.184309,0.0947,0.0547,0.1529,0.188
0.191549,0.0976,0.0626,0.2017,0.233
0.20518,0.1095,0.022,0.2789,0.3
0.212471,0.1107,0.0079,0.3124,0.332
0.229658,0.1208,0.0236,0.3187,0.342
0.230589,0.1266,0.086,0.3103,0.346
0.244915,0.1506,0.1343,0.3472,0.402
0.25133,0.1921,0.1699,0.3316,0.419
0.264338,0.266,0.178,0.2587,0.412
0.270719,0.2877,0.1776,0.1814,0.384
0.284048,0.2591,0.1696,0.1448,0.342
0.293158,0.2508,0.193,0.1608,0.355
0.304545,0.2365,0.1999,0.2248,0.383
0.311364,0.2212,0.1974,0.2744,0.404
0.324835,0.1918,0.157,0.2785,0.373
0.331425,0.1728,0.1525,0.2872,0.368
0.344394,0.1273,0.1195,0.2528,0.307
0.350754,0.077,0.1302,0.2254,0.271
0.364113,0.0912,0.0959,0.2314,0.267
0.370436,0.0725,0.1116,0.2518,0.285
0.385041,0.0132,0.1559,0.3105,0.348
0.390625,-0.01,0.1517,0.3191,0.353
0.407183,-0.054,0.106,0.2944,0.318
0.411117,-0.0585,0.1118,0.2746,0.302
0.424988,-0.1271,0.0663,0.2121,0.256
0.431388,-0.155,0.0772,0.1689,0.242
0.444309,-0.1542,0.0691,0.152,0.227
0.452727,-0.1518,0.0856,0.1662,0.241
0.464046,-0.1609,0.0765,0.2042,0.271
0.472728,-0.1697,0.0443,0.2301,0.289
0.483073,-0.1804,0.0267,0.268,0.324
0.489722,-0.1923,0.0254,0.2725,0.334
0.504274,-0.2213,0.0017,0.2485,0.333
0.509448,-0.1915,0.0293,0.2247,0.297
