time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006547,0.3175,-0.0212,-0.4982,0.591
0.015488,0.4536,-0.1216,-0.4387,0.643
0.02474,0.4054,-0.095,-0.4574,0.619
0.03215,0.4911,-0.2468,-0.3407,0.647
0.046711,0.4751,-0.2362,-0.0939,0.539
0.051437,0.494,-0.2378,0.0085,0.548
0.063244,0.5103,-0.3237,0.0534,0.607
0.071962,0.5608,-0.4593,-0.0912,0.731
0.082931,0.4826,-0.4343,0.2057,0.681
0.091389,0.3716,-0.3293,0.3519,0.609
0.104737,0.366,-0.3126,0.3366,0.587
0.111651,0.3857,-0.3308,0.212,0.551
0.123665,0.4051,-0.2698,0.1451,0.508
0.13216,0.4307,-0.2214,0.1411,0.504
0.14415,0.3909,-0.2967,0.1921,0.527
0.151239,0.4168,-0.3021,0.2626,0.578
0.163208,0.3754,-0.2508,0.3627,0.579
0.171702,0.4299,-0.2311,0.3394,0.594
0.182924,0.5722,-0.2096,0.3443,0.7
0.191291,0.6545,-0.1999,0.3316,0.76
0.204363,0.739,-0.1307,0.3799,0.841
0.211423,0.7263,-0.1059,0.4435,0.858
0.224046,0.7128,-0.0616,0.4838,0.864
0.231575,0.6704,-0.056,0.4603,0.815
0.245155,0.6307,-0.0178,0.4783,0.792
0.251951,0.644,-0.0336,0.4325,0.776
0.270892,0.7609,-0.1839,0.3324,0.85
0.272906,0.8667,-0.3115,0.3382,0.981
0.291253,0.7682,-0.3344,0.5045,0.978
0.292234,0.6865,-0.3761,0.6108,0.993
0.304062,0.7031,-0.5835,0.6315,1.111
0.320586,0.6784,-0.6199,0.5625,1.077
0.323879,0.6901,-0.6351,0.4209,1.028
0.331039,0.6522,-0.6209,0.3143,0.954
0.344742,0.5278,-0.511,0.0506,0.736
0.350792,0.4049,-0.3661,0.0643,0.55
0.371339,0.2807,-0.2031,0.0894,0.358
0.372076,0.33,-0.2159,0.181,0.434
0.383204,0.4221,-0.3072,0.2198,0.566
0.391242,0.3949,-0.4043,0.3327,0.656
0.403225,0.341,-0.5014,0.3834,0.717
0.410955,0.3291,-0.513,0.3654,0.711
0.423571,0.3636,-0.5216,0.2984,0.702
0.432886,0.3739,-0.4957,0.2918,0.686
0.443377,0.3969,-0.4725,0.2931,0.683
0.452398,0.3606,-0.3393,0.2446,0.552
0.469436,0.3275,-0.168,0.1679,0.405
0.472338,0.2966,-0.0921,0.0916,0.324
0.483629,0.3531,-0.0252,-0.0229,0.355
0.493233,0.3716,-0.0616,-0.0298,0.378
0.503649,0.4456,-0.1057,-0.0567,0.461
0.51137,0.4216,-0.1452,-0.0457,0.448
0.524573,0.4314,-0.0981,-0.1521,0.468
0.532065,0.4066,-0.0693,-0.1581,0.442
0.543225,0.4285,-0.0116,-0.1211,0.445
0.551743,0.519,-0.0078,-0.099,0.528
