time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002494,-0.1776,0.1553,-0.3263,0.403
0.003965,-0.2846,0.1971,-0.466,0.58
0.016066,-0.3108,0.258,-0.55,0.682
0.023987,-0.2479,0.2662,-0.6496,0.745
0.036292,-0.271,0.1801,-0.6712,0.746
0.043767,-0.2763,0.1326,-0.6909,0.756
0.058143,-0.0272,0.1892,-0.4856,0.522
0.064325,0.1189,0.2263,-0.4196,0.491
0.076636,0.1191,0.2369,-0.1669,0.313
0.084072,0.1552,0.1762,-0.1872,0.3
0.097951,0.1352,0.2419,-0.2113,0.348
0.103601,0.2628,-0.0722,0.0597,0.279
0.116602,0.2018,-0.3115,0.2378,0.441
0.123788,0.0309,-0.5111,0.4052,0.653
0.136817,-0.0152,-0.6308,0.6151,0.881
0.143673,-0.0605,-0.6034,0.7458,0.961
0.156965,-0.0503,-0.4513,0.806,0.925
0.165044,-0.0954,-0.2977,0.5847,0.663
0.176249,-0.2028,-0.1329,0.1918,0.309
0.183876,-0.2139,-0.0686,-0.022,0.226
0.196399,-0.3004,0.2146,-0.1035,0.383
0.206598,-0.3447,0.3578,-0.0391,0.498
0.216377,-0.3224,0.395,0.1003,0.52
0.224744,-0.1499,0.4145,0.3359,0.554
0.23844,0.1043,0.3182,0.3606,0.492
0.248953,0.2076,0.2378,0.3068,0.44
0.256716,0.1716,0.1625,0.2947,0.378
0.264054,0.0895,0.2359,0.2736,0.372
0.27615,-0.0643,0.3086,0.2743,0.418
0.283837,-0.1031,0.3534,0.2683,0.456
0.296887,-0.2177,0.3544,0.1741,0.451
0.305605,-0.3252,0.3135,-0.0424,0.454
0.316913,-0.224,0.3018,-0.1894,0.421
0.323676,-0.0276,0.316,-0.0711,0.325
0.337543,0.2118,0.4032,0.2588,0.524
0.349285,0.3247,0.4142,0.3239,0.618
0.356592,0.4188,0.4072,0.2263,0.626
0.364318,0.3504,0.3058,0.0532,0.468
0.375921,0.1489,0.115,-0.2028,0.277
0.384686,0.0223,0.0571,-0.3984,0.403
0.396548,-0.1724,-0.0129,-0.5275,0.555
0.410267,-0.2228,0.0838,-0.337,0.413
0.417664,-0.0965,0.159,0.1513,0.24
0.430438,-0.0613,0.1359,0.4803,0.503
0.436516,0.0242,0.0172,0.4665,0.467
0.444268,0.0003,0.0141,0.2984,0.299
0.457323,0.039,-0.0124,-0.1026,0.11
0.463635,0.0308,0.0611,-0.268,0.277
0.476645,0.01,0.2124,-0.256,0.333
0.484633,-0.015,0.3327,-0.2206,0.399
0.503146,-0.0499,0.3774,-0.1571,0.412
0.508684,-0.0647,0.2885,-0.0659,0.303
0.517105,-0.0178,0.0875,0.0871,0.125
0.526189,0.0132,-0.065,0.2323,0.242
0.536386,-0.0073,-0.1635,0.4632,0.491
0.544289,-0.0139,-0.1794,0.5839,0.611
0.5588,0.0314,-0.2061,0.5998,0.635
0.564064,-0.4456,0.065,0.7941,0.913
0.576566,-0.1469,-0.3001,0.3274,0.468
0.583733,-0.1098,-0.383,0.2221,0.456
0.5973,0.012,-0.2592,0.1675,0.309
0.603229,0.0426,-0.1563,0.1679,0.233
0.616073,0.0974,0.0403,0.1805,0.209
0.624569,0.1777,0.1346,0.0837,0.238
0.636691,0.2711,0.1639,0.0235,0.318
0.64437,0.3475,0.2382,-0.0053,0.421
0.65736,0.4334,0.2735,0.0018,0.512
0.664117,0.3813,0.2479,-0.0225,0.455
0.676128,0.2518,0.1785,-0.0662,0.316
0.684662,0.1214,0.1609,-0.0259,0.203
0.697534,-0.0214,0.0764,0.0098,0.08
0.703479,-0.0511,0.0332,0.0529,0.081
0.716226,-0.1497,0.0466,0.1729,0.233
0.725138,-0.1563,-0.0007,0.1926,0.248
0.736932,-0.0933,-0.0523,0.2246,0.249
0.746759,-0.0514,-0.032,0.2665,0.273
0.757559,0.0304,-0.0141,0.3517,0.353
0.76459,0.1276,-0.0563,0.3773,0.402
0.776631,0.2298,0.0197,0.3484,0.418
0.784484,0.21,0.0644,0.387,0.445
0.796731,0.13,0.1761,0.3203,0.388
0.803813,0.0896,0.1835,0.242,0.317
0.816584,0.0745,0.2097,0.0731,0.234
0.828218,0.0216,0.1961,-0.0141,0.198
0.836087,-0.0451,0.221,-0.0559,0.232
0.843831,-0.0839,0.2308,-0.0143,0.246
0.856814,-0.0608,0.2399,0.0028,0.247
0.864396,-0.0709,0.1951,-0.0257,0.209
0.876264,-0.0871,0.1809,-0.0326,0.203
0.884218,-0.0929,0.1906,-0.0254,0.214
0.897094,-0.0818,0.1508,0.0178,0.172
0.903751,-0.0424,0.1546,0.0728,0.176
0.917394,0.0111,0.2301,0.171,0.287
0.926535,0.0055,0.2435,0.1782,0.302
0.937892,0.0345,0.2135,0.1161,0.245
0.945017,0.0318,0.1742,0.0732,0.192
0.958808,0.0097,0.1045,0.0018,0.105
0.963874,-0.0152,0.0955,-0.0433,0.106
0.977189,-0.0542,0.1262,-0.0165,0.138
0.984808,-0.0724,0.076,-0.0019,0.105
0.995892,-0.0454,0.073,-0.004,0.086
1.005512,0.0242,0.0759,-0.0132,0.081
1.016265,0.097,0.1566,0.0637,0.195
1.025275,0.0849,0.1918,0.1167,0.24
1.036554,0.0563,0.1852,0.1408,0.239
1.045518,0.0301,0.1284,0.1299,0.185
1.057619,0.0155,0.0704,0.1403,0.158
1.067322,0.0351,0.0318,0.1314,0.14
1.077105,0.0239,0.0459,0.1726,0.18
1.084078,-0.0133,0.0638,0.1826,0.194
1.097023,-0.024,0.1421,0.2189,0.262
1.105045,-0.0102,0.1111,0.162,0.197
1.116477,-0.0344,0.1143,0.0407,0.126
1.136823,-0.0582,0.1587,-0.023,0.171
1.141371,-0.0615,0.1551,-0.0243,0.169
1.144267,-0.0704,0.1576,-0.0088,0.173
1.156977,-0.0007,0.114,0.0068,0.114
1.164212,0.0151,0.1046,0.027,0.109
1.177635,-0.0154,0.156,0.0878,0.18
1.184464,-0.0363,0.1429,0.115,0.187
1.197992,-0.0206,0.1352,0.1112,0.176
1.203815,0.0086,0.0824,0.0523,0.098
1.219103,-0.012,0.0331,-0.0113,0.037
1.224072,-0.0154,0.036,0.0373,0.054
1.236994,-0.0338,0.0553,0.16,0.173
1.24414,-0.0291,0.0686,0.213,0.226
1.259253,-0.0196,-0.0162,0.2109,0.212
1.264558,-0.0187,-0.052,0.1682,0.177
1.27698,-0.0708,-0.1056,0.1733,0.215
1.284131,-0.0952,-0.1163,0.1687,0.226
1.296733,-0.0781,-0.0799,0.1712,0.204
1.304815,-0.0725,-0.0718,0.1258,0.162
1.316698,-0.0595,-0.0498,0.023,0.081
1.333366,-0.0317,-0.0192,-0.0174,0.041
1.337304,0.0073,0.0075,-0.0888,0.089
1.344473,0.0279,0.0178,-0.1195,0.124
1.357066,0.0161,0.0604,-0.1644,0.176
1.364727,0.0295,0.0976,-0.1328,0.167
1.376168,0.0741,0.1324,-0.0152,0.152
1.384693,0.1164,0.122,0.0663,0.181
1.397956,0.104,0.043,0.1283,0.171
1.403929,0.1204,0.0087,0.1448,0.188
1.417169,0.0955,-0.0317,0.1515,0.182
1.426063,0.0322,-0.0164,0.1341,0.139
1.438161,-0.0368,0.0041,0.1193,0.125
1.44414,-0.06,0.0269,0.0927,0.114
1.457908,-0.0413,0.0582,0.0352,0.08
1.463883,-0.039,0.0708,0.0234,0.084
1.477311,0.0373,0.0934,-0.005,0.101
1.484549,0.0756,0.1094,0.0289,0.136
1.496632,0.069,0.1507,0.0796,0.184
1.503847,0.0754,0.1333,0.1111,0.189
1.516676,0.0712,0.1181,0.145,0.2
1.530491,0.0264,0.1107,0.1549,0.192
1.536523,-0.0147,0.0637,0.1911,0.202
1.544729,-0.0225,0.0643,0.1889,0.201
1.556594,-0.0275,0.0161,0.2036,0.206
1.56436,-0.022,-0.019,0.199,0.201
1.577203,-0.0194,0.0043,0.2254,0.226
1.584058,-0.0336,-0.0132,0.2159,0.219
1.59691,-0.0181,-0.0138,0.1754,0.177
1.604368,-0.0337,0.0062,0.1445,0.149
1.620394,-0.0106,0.037,0.0444,0.059
1.624072,0.0028,0.0159,0.0306,0.035
1.636455,-0.0198,-0.0068,0.0215,0.03
1.644398,-0.0352,0.0082,0.0146,0.039
1.655951,-0.0354,-0.0379,-0.0043,0.052
1.664208,-0.0153,-0.0152,0.003,0.022
1.67677,-0.0287,-0.0064,0.0175,0.034
1.683705,-0.0441,-0.0165,-0.0303,0.056
1.698049,-0.0237,-0.0633,0.001,0.068
1.703879,-0.0459,-0.0357,0.0249,0.063
1.717533,-0.0426,-0.0345,0.0512,0.075
1.73001,-0.0365,-0.017,0.0656,0.077
1.737195,0.0105,-0.0046,0.0417,0.043
1.744496,0.0045,0.0387,0.0561,0.068
1.75628,0.0032,0.0842,0.128,0.153
1.764297,0.0374,0.0725,0.1376,0.16
1.776368,0.0042,0.0644,0.0971,0.117
1.784,0.0004,0.0722,0.0734,0.103
1.796813,-0.0174,0.0457,0.0379,0.062
1.804494,0.0077,0.0642,0.0455,0.079
1.817796,-0.0164,0.0343,0.0602,0.071
1.82396,-0.0292,0.0379,0.0773,0.091
1.838893,-0.0448,0.0271,0.0681,0.086
1.852956,-0.0328,0.0024,0.066,0.074
1.85668,-0.0513,-0.007,0.04,0.065
1.863891,-0.0353,-0.042,0.0547,0.077
1.877288,-0.0448,-0.0015,0.0573,0.073
1.885671,-0.0206,-0.0037,0.0766,0.079
1.896124,-0.0163,0.0208,0.0767,0.081
1.904817,-0.0,0.0522,0.0529,0.074
1.916655,-0.0079,0.0205,0.0124,0.025
1.924781,-0.0017,0.0216,0.0581,0.062
1.938186,-0.0075,0.0312,0.0705,0.077
1.944489,-0.0115,0.0222,0.0324,0.041
1.957917,-0.0204,0.0517,0.0327,0.064
1.965514,-0.0124,0.0397,0.0665,0.078
1.976828,-0.0091,0.0262,0.0596,0.066
1.983422,-0.0023,0.0277,0.0312,0.042
1.996251,0.0165,0.0368,0.0625,0.074
2.003868,0.0032,0.0459,0.0602,0.076
2.016166,0.0037,0.0641,0.0365,0.074
2.031283,0.0131,0.0759,0.0822,0.113
2.036726,0.024,0.0867,0.061,0.109
2.044901,0.015,0.0413,0.0638,0.077
2.056366,0.0134,0.0179,0.0642,0.068
2.065105,0.0141,0.0485,0.0165,0.053
2.076864,0.0028,0.0344,0.0214,0.041
2.085125,0.0066,0.0258,0.0287,0.039
2.096245,-0.02,0.0153,0.0647,0.069
2.104925,-0.038,-0.0094,0.0193,0.044
2.118168,-0.0522,-0.0127,0.0771,0.094
2.123567,-0.0664,-0.0187,0.0224,0.073
2.136648,-0.0498,0.0161,0.0251,0.058
2.143709,-0.0103,-0.0019,0.0254,0.027
2.157028,0.0017,0.0042,0.0087,0.01
2.164597,0.0153,-0.0256,0.0232,0.038
2.177538,0.0097,0.0047,0.0711,0.072
2.184943,0.0165,-0.0319,0.0591,0.069
2.196254,-0.0001,-0.0194,0.0782,0.081
2.203924,0.0076,-0.0042,0.0758,0.076
2.216671,0.0102,0.0326,0.0039,0.034
2.223573,0.0407,0.0237,0.0588,0.075
2.236577,-0.001,-0.031,0.0132,0.034
2.244905,-0.0199,-0.049,0.0203,0.057
2.256524,-0.0418,0.0026,0.0753,0.086
2.263797,-0.0319,0.0584,-0.1256,0.142
2.276433,-0.0196,0.1102,-0.1732,0.206
2.283797,-0.0057,0.1243,-0.1176,0.171
2.296319,0.0396,0.0946,-0.0023,0.103
2.30434,0.0514,0.0656,0.0887,0.122
2.317506,0.0259,-0.0078,0.1868,0.189
2.324969,0.0201,-0.0646,0.2367,0.246
2.336709,-0.0637,-0.1292,0.2386,0.279
2.344093,-0.071,-0.1392,0.2309,0.279
2.35644,-0.0933,-0.119,0.1896,0.243
2.363953,-0.0633,-0.0482,0.1557,0.175
2.377138,-0.0418,0.0332,0.055,0.077
2.383725,-0.0104,0.071,0.0025,0.072
2.396201,-0.0001,0.1108,0.0029,0.111
2.405034,0.01,0.1277,0.0391,0.134
2.41891,0.0396,0.0717,0.1303,0.154
2.424838,0.044,0.0378,0.1232,0.136
