time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002853,0.7699,-0.6277,-0.4172,1.077
0.003493,0.7981,-0.6115,-0.5548,1.148
0.016026,0.8188,-0.518,-0.7248,1.21
0.021654,0.8411,-0.3551,-0.9881,1.345
0.034947,1.003,0.0747,-1.1778,1.549
0.051289,1.071,0.2024,-1.2208,1.637
0.055221,0.9537,0.285,-0.9524,1.378
0.061383,0.8501,0.3103,-0.7412,1.17
0.07636,0.7351,0.264,-0.5958,0.982
0.083915,0.6203,0.2106,-0.4448,0.792
0.095121,0.6981,0.1651,-0.2825,0.771
0.101136,0.9214,0.1933,-0.1416,0.952
0.115092,0.7531,0.0613,0.0165,0.756
0.121627,0.4638,0.1766,-0.2836,0.572
0.137241,0.0184,0.0219,-0.3487,0.35
0.151132,-0.0563,-0.0304,-0.4453,0.45
0.154851,-0.1967,-0.0073,-0.3187,0.375
0.162016,-0.3007,0.1519,-0.1286,0.361
0.174768,-0.299,0.3414,0.077,0.46
0.181413,-0.2629,0.4227,0.4429,0.666
0.195956,-0.2901,0.3031,1.1652,1.238
0.201897,-0.383,0.2556,1.1707,1.258
0.216675,-0.4103,0.3098,1.1502,1.26
0.22693,-0.6383,0.0451,1.297,1.446
0.236509,-0.7359,-0.0153,1.5122,1.682
0.244253,-0.8348,-0.0117,1.5382,1.75
0.256796,-1.0716,-0.0186,1.3886,1.754
0.261629,-1.1525,0.0481,1.2249,1.683
0.277174,-1.1293,0.0595,1.2239,1.666
0.281952,-1.1221,0.0089,0.6687,1.306
0.300659,-1.1101,0.0128,0.6688,1.296
0.302456,-0.9418,-0.0955,0.5184,1.079
0.315717,-0.731,-0.137,1.5512,1.72
0.321236,-0.7226,-0.1697,1.953,2.089
0.336975,-0.6884,-0.4096,2.3387,2.472
0.343957,-0.708,-0.5564,2.4036,2.567
0.355411,-0.6905,-0.9123,2.307,2.575
0.36118,-0.7146,-0.8191,2.1772,2.433
0.37642,-0.6823,-1.0919,1.5269,1.997
0.380887,-0.8306,-1.1129,1.1707,1.816
0.395054,-1.1448,-1.1473,0.6061,1.73
0.401582,-1.1753,-1.1226,0.2803,1.649
0.415197,-1.3418,-0.9364,-0.2497,1.655
0.421546,-1.4723,-0.7826,-0.4335,1.723
0.437046,-1.6988,-0.5731,-0.5898,1.887
