time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004583,0.3513,-0.0625,-0.0712,0.364
0.019212,0.4789,-0.0121,0.0327,0.48
0.02535,0.3688,-0.1052,0.0918,0.394
0.030995,0.2893,-0.1673,0.0751,0.342
0.044515,0.179,-0.1801,0.1052,0.275
0.05085,0.1989,-0.1596,0.0868,0.269
0.063231,0.2962,-0.1005,0.0547,0.318
0.071193,0.3474,-0.09,0.0232,0.36
0.082777,0.4152,-0.1458,0.0304,0.441
0.090942,0.4381,-0.1617,0.0597,0.471
0.103328,0.4332,-0.2103,0.1227,0.497
0.111558,0.3959,-0.228,0.157,0.483
0.123083,0.2449,-0.337,0.2105,0.467
0.130689,0.1638,-0.3889,0.2782,0.505
0.145627,0.3149,-0.802,0.063,0.864
0.150753,0.1758,-0.6516,0.3187,0.746
0.162949,0.2823,-0.1509,0.7661,0.83
0.172339,0.4064,0.1086,0.7878,0.893
0.183049,0.5409,-0.0346,0.6495,0.846
0.190815,0.6494,-0.1885,0.3287,0.752
0.202956,0.7273,-0.2448,0.2585,0.81
0.211039,0.709,-0.1473,0.3213,0.792
0.222687,0.6432,-0.0139,0.4623,0.792
0.230632,0.5864,0.0947,0.5385,0.802
0.244851,0.5104,0.2105,0.5402,0.772
0.251062,0.5179,0.233,0.5081,0.762
0.264087,0.5592,0.1894,0.4325,0.732
0.270645,0.5988,0.0976,0.3291,0.69
0.283079,0.709,-0.097,0.1787,0.738
0.291861,0.7392,-0.227,0.0766,0.777
0.30316,0.7124,-0.1937,0.058,0.74
0.310758,0.6754,-0.0985,0.0054,0.683
0.322931,0.6266,0.1025,-0.2022,0.666
0.33076,0.6095,0.211,-0.3532,0.735
0.345462,0.5908,0.2195,-0.4163,0.755
0.35274,0.5827,0.1406,-0.3905,0.715
0.362965,0.5207,0.0037,-0.2882,0.595
0.370671,0.4955,-0.1313,-0.2572,0.574
0.383045,0.4376,-0.3273,-0.0936,0.554
0.390415,0.3278,-0.3572,-0.003,0.485
0.403491,0.1852,-0.3475,0.1173,0.411
0.412034,0.1568,-0.3058,0.2421,0.42
0.422939,0.4144,-0.3413,-0.0713,0.542
0.430737,0.0648,-0.3506,0.4699,0.59
0.445633,0.2226,-0.319,0.2499,0.462
0.451636,0.3266,-0.2706,0.0786,0.431
0.464972,0.2199,-0.3072,0.3228,0.497
0.471144,0.6408,-0.5025,-0.2809,0.861
0.483405,0.2128,-0.4092,0.1984,0.502
0.490704,0.2416,-0.2242,0.1855,0.378
0.504036,0.3267,-0.0788,0.1367,0.363
0.511951,0.201,-0.0051,0.2603,0.329
0.523091,0.1771,0.0024,0.2731,0.325
0.531076,0.2373,0.0059,0.1447,0.278
0.54662,0.2723,0.0128,0.0116,0.273
0.550897,0.3789,-0.0344,-0.0619,0.385
0.563242,0.3609,-0.0588,-0.0214,0.366
0.57146,0.3559,-0.0384,-0.0178,0.358
0.585478,0.4053,-0.0684,-0.0774,0.418
0.59096,0.4061,-0.0917,-0.0684,0.422
0.603197,0.4102,-0.143,-0.0676,0.44
0.611092,0.4066,-0.1664,-0.0662,0.444
0.623493,0.3526,-0.153,-0.0343,0.386
0.630908,0.3125,-0.0893,-0.0099,0.325
0.648988,0.2019,-0.0181,0.1107,0.231
0.652628,0.1263,0.0309,0.2512,0.283
0.663168,0.2923,-0.1243,0.2138,0.383
0.670563,0.439,-0.2506,0.138,0.524
0.684214,0.6294,-0.4348,0.2421,0.802
0.690613,0.7099,-0.5012,0.3114,0.923
0.704343,0.8664,-0.5927,0.3913,1.12
0.71084,0.9112,-0.5703,0.3856,1.142
0.723111,0.994,-0.511,0.4668,1.211
0.732011,1.0134,-0.4293,0.5173,1.216
0.747366,0.9574,-0.3353,0.547,1.153
0.750923,0.8858,-0.2837,0.5401,1.076
0.763777,0.7378,-0.135,0.4343,0.867
0.771328,0.6234,-0.0374,0.4453,0.767
0.784282,0.6009,0.0017,0.4172,0.732
0.791988,0.6059,0.0148,0.3979,0.725
0.80292,0.5993,-0.0368,0.3319,0.686
0.812043,0.6601,-0.0459,0.3286,0.739
0.823376,0.6298,-0.0119,0.2987,0.697
0.830992,0.6592,-0.023,0.2849,0.719
0.847019,0.6371,-0.0371,0.2609,0.689
0.852606,0.5604,-0.1046,0.2701,0.631
0.863135,0.4688,-0.1018,0.2143,0.525
0.870701,0.45,-0.072,0.1678,0.486
0.883028,0.4124,-0.0229,0.1764,0.449
0.890669,0.3707,-0.016,0.1513,0.401
0.903353,0.2982,-0.0173,0.2458,0.387
0.91263,0.2685,-0.0081,0.3065,0.408
0.923615,0.2222,0.0335,0.384,0.445
0.930711,0.2531,0.0936,0.409,0.49
