time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004596,-0.1349,0.0195,0.2125,0.252
0.013482,-0.1717,0.0093,0.2125,0.273
0.024188,-0.1415,-0.0031,0.1622,0.215
0.031793,-0.0758,-0.0133,0.0474,0.09
0.045915,-0.0122,-0.0422,0.0117,0.045
0.05181,0.027,-0.0418,0.0908,0.104
0.06501,-0.0119,-0.0167,0.1364,0.138
0.072182,-0.0175,0.0036,0.158,0.159
0.084074,0.0078,0.002,0.1485,0.149
0.092013,0.0135,0.0168,0.151,0.152
0.105163,0.0114,0.0072,0.1246,0.125
0.113005,0.0022,-0.005,0.1103,0.11
0.12419,-0.0186,-0.0053,0.1055,0.107
0.132242,-0.1208,-0.0007,-0.0692,0.139
0.145237,-0.0467,-0.1253,0.6037,0.618
0.151926,-0.0597,0.0128,-0.1002,0.117
0.16665,-0.0352,-0.0076,0.3309,0.333
0.172213,-0.0415,0.011,0.0508,0.066
0.184389,0.0096,-0.0175,0.252,0.253
0.192716,0.0344,-0.0114,0.1444,0.149
0.205177,0.083,0.0178,0.1827,0.201
0.212493,0.0775,0.014,0.1516,0.171
0.225472,0.1024,0.0122,0.185,0.212
0.233055,0.0922,-0.0063,0.1179,0.15
0.245645,0.0504,-0.015,0.1345,0.144
0.252203,0.0133,-0.0187,0.1248,0.127
0.273744,-0.0133,0.0186,0.1295,0.131
0.274297,-0.0223,0.0125,0.1174,0.12
0.284596,-0.0184,0.0299,0.0863,0.093
0.291978,0.0004,0.0326,0.0719,0.079
0.305422,-0.0046,0.0062,0.0743,0.075
0.313818,-0.0214,-0.0009,0.0839,0.087
0.325468,-0.05,-0.0103,0.0456,0.068
0.333812,-0.0611,-0.0007,0.0456,0.076
0.347811,-0.0739,-0.0174,0.0983,0.124
0.352638,-0.0621,-0.0098,0.1104,0.127
0.372719,-0.057,0.0026,0.1225,0.135
0.374279,-0.0516,0.0173,0.1059,0.119
0.38549,-0.0248,0.0245,0.106,0.112
0.393825,-0.0271,0.0123,0.0965,0.101
0.404628,0.0184,0.0118,0.111,0.113
0.412735,0.0173,-0.0076,0.1015,0.103
0.425616,0.0251,-0.0223,0.1111,0.116
0.43259,0.0349,-0.0219,0.1063,0.114
0.445805,-0.0087,0.0192,0.0823,0.085
0.454744,-0.0013,0.0098,0.0656,0.066
0.464925,0.015,-0.0048,0.147,0.148
0.473105,-0.0094,-0.0169,0.135,0.136
0.485668,-0.0022,-0.0027,0.1661,0.166
0.492629,0.0219,0.026,0.3864,0.388
0.504668,0.0499,-0.0652,-0.1284,0.152
0.512745,-0.03,0.0965,0.0703,0.123
0.525158,-0.0047,-0.0248,-0.004,0.026
0.532622,-0.0509,-0.0244,0.0391,0.069
0.54546,-0.0554,-0.034,0.1109,0.129
0.552487,-0.0665,0.0098,0.0726,0.099
0.564884,-0.0428,0.0219,0.1589,0.166
0.574522,-0.0194,-0.0093,0.092,0.094
0.584744,-0.0127,-0.0259,0.104,0.108
0.592544,-0.0067,-0.0231,0.0634,0.068
0.607245,-0.0007,-0.0247,0.1377,0.14
0.613566,-0.0312,-0.0191,0.0922,0.099
0.625133,-0.0373,0.025,0.1449,0.152
0.633659,-0.0026,0.0254,0.0756,0.08
0.644631,0.0246,0.0012,0.1163,0.119
